"ID","OFFICECODE","OFFICENAME","OFFICETYPEID","EMAIL","MOBILENO","TELEPHONENUMBER","WEBADDRESS","ISACTIVE","CREATEDDATE","CREATEDBY","MODIFIEDDATE","MODIFIEDBY","DELETEDBY","ISDELETED","PROFESSIONALTAX","DELETEDDATE","PARENTOFFICEID","DICOFFICETYPEID","BANKNAME","BANKACCOUNTNO","IFSCCODE","BRANCHNAME"
1239,"1798","KENDRIYA VIDYALAYA HEMAMBIKA NAGAR NO.I PALAKKAD",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1240,"1799","KENDRIYA VIDYALAYA KANJIKODE NO.II PALGHAT",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1241,"1800","KENDRIYA VIDYALAYA CRPF PALLIPURAM",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1242,"1805","KENDRIYA VIDYALAYA THRISSUR (PURANATTUKARA)",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1243,"1806","KENDRIYA VIDYALAYA (AFS) TRIVENDRAM AKKULAM",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1244,"1807","KENDRIYA VIDYALAYA TRIVENDRAM PANGODE",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1245,"1808","KENDRIYA VIDYALAYA TRIVANDRUM PATTOM",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1246,"2098","KENDRIYA VIDYALAYA KOLLAM",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1247,"2114","KENDRIYA VIDYALAYA SAP THIRUVANANTHAPURAM",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1248,"2150","KENDRIYA VIDYALAYA PAINAVU",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1249,"2170","KENDRIYA VIDYALAYA KANHAGAD",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1250,"2171","KENDRIYA VIDYALAYA CRPF PERINGOME",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1251,"2172","KENDRIYA VIDYALAYA EZHIMALA",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1252,"2189","KENDRIYA VIDYALAYA CHENNEERKARA",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1253,"2190","KENDRIYA VIDYALAYA KPA RAMAVARMAPURAM",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1254,"2260","KENDRIYA VIDYALAYA THALESSERY",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1255,"2307","KENDRIYA VIDYALAYA KADUTHURUTHY",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1256,"2366","KENDRIYA VIDYALAYA NILESHWAR",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1257,"2382","KENDRIYA VIDYALAYA KONNI",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1258,"1791","KENDRIYA VIDYALAYA KAVARATTI",,"","","","",1,,"",,"","",0,"",,1780,6,"","","",""
1259,"1087","KENDRIYA VIDYALAYA AFS AMLA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1260,"1088","KENDRIYA VIDYALAYA CISF BARWAHA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1261,"1090","KENDRIYA VIDYALAYA BHIND",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1262,"1091","KENDRIYA VIDYALAYA BAIRAGARH",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1263,"1093","KENDRIYA VIDYALAYA NO.II Bhopal",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1264,"1094","KENDRIYA VIDYALAYA NO.III Bhopal",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1265,"1096","KENDRIYA VIDYALAYA BINA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1266,"1101","KENDRIYA VIDYALAYA DEWAS",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1267,"1102","KENDRIYA VIDYALAYA DHAR",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
1268,"1103","KENDRIYA VIDYALAYA GUNA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1269,"1105","KENDRIYA VIDYALAYA AFS NO.II GWALIOR",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1270,"1106","KENDRIYA VIDYALAYA NO.III MORAR CANTT",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1271,"1107","KENDRIYA VIDYALAYA NO.IV (AFS) Gwalior",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1272,"1108","KENDRIYA VIDYALAYA AG NO.V GWALIOR",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1273,"1109","KENDRIYA VIDYALAYA HOSHANGABAD",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1274,"1110","KENDRIYA VIDYALAYA NO.I INDORE",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1275,"1111","KENDRIYA VIDYALAYA BSF NO.II INDORE",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1276,"1112","KENDRIYA VIDYALAYA MHOW",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1277,"1113","KENDRIYA VIDYALAYA NO.I ITARASI",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1278,"1114","KENDRIYA VIDYALAYA NO. II ITARASI",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1279,"1115","KENDRIYA VIDYALAYA GAIL JHABUA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1280,"1117","KENDRIYA VIDYALAYA ITBP KARERA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1281,"1118","KENDRIYA VIDYALAYA KHANDWA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1282,"1119","KENDRIYA VIDYALAYA KHARGONE",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1283,"1120","KENDRIYA VIDYALAYA MANDSAUR",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1284,"1121","KENDRIYA VIDYALAYA MURENA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1285,"1126","KENDRIYA VIDYALAYA NHDC NARMADA NAGAR",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1286,"1127","KENDRIYA VIDYALAYA CRPF NEEMUCH",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1287,"1128","KENDRIYA VIDYALAYA NEPA NAGAR",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1288,"1130","KENDRIYA VIDYALAYA PACHMARHI",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1289,"1132","KENDRIYA VIDYALAYA RAJGARH",,"","","","",1,,"",,"","",0,"",,1778,6,"","","",""
1290,"1133","KENDRIYA VIDYALAYA RATLAM",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1291,"1134","KENDRIYA VIDYALAYA WCL SARNI",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1292,"1135","KENDRIYA VIDYALAYA SEONI MALWA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1293,"1136","KENDRIYA VIDYALAYA ITBP SHIVPURI",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1294,"1137","KENDRIYA VIDYALAYA UJJAIN",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1295,"1138","KENDRIYA VIDYALAYA VIDISHA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1296,"1139","KENDRIYA VIDYALAYA GAIL VIJAYAPUR",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1297,"1925","KENDRIYA VIDYALAYA SHAJAPUR",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1298,"2061","KENDRIYA VIDYALAYA MUNGAOLI",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1299,"2093","KENDRIYA VIDYALAYA BADWANI",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1300,"2123","KENDRIYA VIDYALAYA SHEOPUR",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1301,"2146","KENDRIYA VIDYALAYA DATIA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1302,"2199","KENDRIYA VIDYALAYA CRPF BANGRASIA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1303,"2200","KENDRIYA VIDYALAYA RAISEN",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1304,"2201","KENDRIYA VIDYALAYA BETUL",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1305,"2202","KENRIYA VIDYALAYA BURHANPUR",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1306,"2203","KENDRIYA VIDYALAYA HARDA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1307,"2248","KENDRIYA VIDYALAYA TIKAMGARH",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1308,"2295","KENDRIYA VIDYALAYA KASRAWAD",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1309,"2320","KENDRIYA VIDYALAYA AMBAH",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1310,"2327","KENDRIYA VIDYALAYA B.S.F. ACADEMY TEKANPUR",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1311,"2339","KENDRIYA VIDYALAYA CHANDERI FATEHABAD",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1312,"2341","KENDRIYA VIDYALAYA GANJ BASODA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1313,"2343","KENDRIYA VIDYALAYA MULTAI",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1314,"2345","KENDRIYA VIDYALAYA NO. II NEEMUCH",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1315,"2356","KENDRIYA VIDYALAYA DABRA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1316,"2410","KENDRIYA VIDYALAYA SHAMGARH",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1317,"2414","KENDRIYA VIDYALAYA NAYAGAON CRPF",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1318,"2416","KENDRIYA VIDYALAYA AGAR MALWA",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1319,"2422","KENDRIYA VIDYALAYA ALIRAJPUR",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1320,"2433","KENDRIYA VIDYALAYA IIT INDORE",,"","","","",1,,"",,"","",0,"",,1774,6,"","","",""
1321,"1098","KENDRIYA VIDYALAYA WCL BARKUHI CHANDAMETTA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1322,"1100","KENDRIYA VIDYALAYA CHHATTARPUR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1323,"1545","KENDRIYA VIDYALAYA BALAGHAT",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1324,"1549","KENDRIYA VIDYALAYA CHHINDWARA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1325,"1551","KENDRIYA VIDYALAYA DAMOH",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1326,"1553","KENDRIYA VIDYALAYA DHANA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1327,"1554","KENDRIYA VIDYALAYA (SECL) DHANPURI",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1328,"1556","KENDRIYA VIDYALAYA (AOC) JABALPUR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1329,"1557","KENDRIYA VIDYALAYA (COD) JABALPUR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1330,"1558","KENDRIYA VIDYALAYA I STC JABALPUR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1331,"1559","KENDRIYA VIDYALAYA TFRI JABALPUR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1332,"1560","KENDRIYA VIDYALAYA (VF) JABALPUR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1333,"1561","KENDRIYA VIDYALAYA GCF NO. I JABALPUR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1334,"1562","KENDRIYA VIDYALAYA GCF NO.II JABALPUR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1335,"1563","KENDRIYA VIDYALAYA (OF) KHAMARIA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1336,"1565","KENDRIYA VIDYALAYA JAMUNA COLLIERY",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1337,"1567","KENDRIYA VIDYALAYA JAYANT COLLIERY",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1338,"1569","KENDRIYA VIDYALAYA (OF) NO.I KATNI",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1339,"1570","KENDRIYA VIDYALAYA (RLY) NO.II KATNI",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1340,"1577","KENDRIYA VIDYALAYA MANDLA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1341,"1579","KENDRIYA VIDYALAYA NARSING PUR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1342,"1580","KENDRIYA VIDYALAYA (SECL) NOWROZABAD",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1343,"1584","KENDRIYA VIDYALAYA NO. I REWA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1344,"1585","KENDRIYA VIDYALAYA NO.I SAGAR CANTT",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1345,"1586","KENDRIYA VIDYALAYA NO.II SAGAR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1346,"1587","KENDRIYA VIDYALAYA No. I SATNA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1347,"1588","KENDRIYA VIDYALAYA SEONI",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1348,"1589","KENDRIYA VIDYALAYA SHAHADOL",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1349,"1590","KENDRIYA VIDYALAYA SIDHI",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1350,"1591","KENDRIYA VIDYALAYA SINGRAULI",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1351,"1931","KENDRIYA VIDYALAYA No II REWA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1352,"1932","KENDRIYA VIDYALAYA NO.III SAGAR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1353,"2010","KENDRIYA VIDYALAYA MALANJKHAND",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1354,"2066","KENDRIYA VIDYALAYA DINDORI",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1355,"2104","KENDRIYA VIDYALAYA PANNA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1356,"2110","KENDRIYA VIDYALAYA GARHA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1357,"2238","KENDRIYA VIDYALAYA NO. II CHHINDWARA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1358,"2239","KENDRIYA VIDYALAYA UMARIA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1359,"2241","KENDRIYA VIDYALAYA NO. II SATNA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1360,"2311","KENDRIYA VIDYALAYA INDRA GANDHI NATIONAL TRIBAL UNIVERSITY",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1361,"2321","KENDRIYA VIDYALAYA JAMAI",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1362,"2324","KENDRIYA VIDYALAYA PANDHURNA",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1363,"2374","KENDRIYA VIDYALAYA HATTA NAGAR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1364,"2380","KENDRIYA VIDYALAYA LAKHNADON",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1365,"2383","KENDRIYA VIDYALAYA SAGAR NO.IV (HSGV)",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1366,"2405","KENDRIYA VIDYALAYA ANUPPUR",,"","","","",1,,"",,"","",0,"",,1784,6,"","","",""
1367,"1089","KENDRIYA VIDYALAYA (OF) BHANDARA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1368,"1097","KENDRIYA VIDYALAYA (OF) CHANDA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1369,"1099","KENDRIYA VIDYALAYA (WCL) CHANDRAPUR",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1370,"1116","KENDRIYA VIDYALAYA KAMPTEE",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1371,"1122","KENDRIYA VIDYALAYA (CRPF) NAGPUR",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1372,"1123","KENDRIYA VIDYALAYA (VSN) NAGPUR",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1373,"1124","KENDRIYA VIDYALAYA AJNI",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1374,"1125","KENDRIYA VIDYALAYA AMBAJHARI",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1375,"1129","KENDRIYA VIDYALAYA (WCL)NEW MAJARI",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1376,"1131","KENDRIYA VIDYALAYA PULGAON CAMP",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1377,"1194","KENDRIYA VIDYALAYA NO.I AHMEDNAGAR",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1378,"1195","KENDRIYA VIDYALAYA (MIRC) NO.II AHMEDNAGAR",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1379,"1196","KENDRIYA VIDYALAYA (VRDE)No. III AHMEDNAGAR",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1380,"1197","KENDRIYA VIDYALAYA Chhatrapati Sambhajinagar, CANTT",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1381,"1198","KENDRIYA VIDYALAYA (OF)No. I BHUSAWAL",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1382,"1199","KENDRIYA VIDYALAYA NO.I DEVLALI",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1383,"1200","KENDRIYA VIDYALAYA (AFS) NO.II DEVLALI",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1384,"1201","KENDRIYA VIDYALAYA NO.I NASIK ROAD CAMP",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1385,"1202","KENDRIYA VIDYALAYA (ISP) NO.II NASIK ROAD CAMP",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1386,"1203","KENDRIYA VIDYALAYA (AFS) OJHAR",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1387,"1204","KENDRIYA VIDYALAYA (NMU) JALGAON",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1388,"1205","KENDRIYA VIDYALAYA NAD KARANJA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1389,"1206","KENDRIYA VIDYALAYA LONAVALA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1390,"1207","KENDRIYA VIDYALAYA MANMAD",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1391,"1208","KENDRIYA VIDYALAYA CRPF MUDKHED",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1392,"1209","KENDRIYA VIDYALAYA (OF) AMBARNATH",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1393,"1210","KENDRIYA VIDYALAYA BHANDUP",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1394,"1211","KENDRIYA VIDYALAYA NO.I COLABA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1395,"1212","KENDRIYA VIDYALAYA NO.II COLABA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1396,"1213","KENDRIYA VIDYALAYA NO.III COLABA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1397,"1214","KENDRIYA VIDYALAYA IIT POWAI",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1398,"1215","KENDRIYA VIDYALAYA INS HAMLA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1399,"1216","KENDRIYA VIDYALAYA KOLIWADA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1400,"1217","KENDRIYA VIDYALAYA MANKHURD",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1401,"1218","KENDRIYA VIDYALAYA (ONGC)PANVEL",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1402,"1219","KENDRIYA VIDYALAYA (AFS) THANE",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1403,"1220","KENDRIYA VIDYALAYA NO.I DEHUROAD",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1404,"1221","KENDRIYA VIDYALAYA No. II DEHUROAD",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1405,"1222","KENDRIYA VIDYALAYA (SC) PUNE",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1406,"1223","KENDRIYA VIDYALAYA (AFS) NO.I PUNE",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1407,"1224","KENDRIYA VIDYALAYA (AFS) NO.II PUNE",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1408,"1225","KENDRIYA VIDYALAYA (9 BRD) NO.III PUNE",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1409,"1226","KENDRIYA VIDYALAYA ARMY AREA PUNE",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1410,"1227","KENDRIYA VIDYALAYA BEG &amp; CENTRE KHADKI PUNE",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1411,"1228","KENDRIYA VIDYALAYA CME PUNE",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1412,"1229","KENDRIYA VIDYALAYA GANESH KHIND",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1413,"1230","KENDRIYA VIDYALAYA IAT GIRINAGAR",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1414,"1231","KENDRIYA VIDYALAYA (NDA)KHADAK VASLA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1415,"1232","KENDRIYA VIDYALAYA RANGE HILLS ESTATE",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1416,"1233","KENDRIYA VIDYALAYA SHOLAPUR",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1417,"1234","KENDRIYA VIDYALAYA (OF) VARANGAON",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1418,"2088","KENDRIYA VIDYALAYA YAWATMAL",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1419,"2101","KENDRIYA VIDYALAYA DHULE",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1420,"2196","KENDRIYA VIDYALAYA SCR NANDED",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1421,"2197","KENDRIYA VIDYALAYA BSF CHAKUR",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1422,"2198","KENDRIYA VIDYALAYA CRPF TELIGAON",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1423,"2310","KENDRIYA VIDYALAYA MAHATAMA GANDHI ANTARASHTRIYA HINDI VISHAV VIDYALAYA(Wardha)",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1424,"2384","KENDRIYA VIDYALAYA WASHIM",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1425,"2390","KENDRIYA VIDYALAYA PARBHANI",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
1426,"1862","KENDRIYA VIDYALAYA (BSF) CHURA CHAND PUR",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1427,"1871","KENDRIYA VIDYALAYA(LAMPHELPAT)NO.I IMPHAL",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1428,"1872","KENDRIYA VIDYALAYA (CRPF)NO.II IMPHAL",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1429,"1873","KENDRIYA VIDYALAYA (LEIMAKHONG)NO III IMPHAL",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1430,"1879","KENDRIYA VIDYALAYA. NHPC. LOKTAK",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1431,"2089","KENDRIYA VIDYALAYA TAMENGLONG",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1432,"2090","KENDRIYA VIDYALAYA UKHRUL",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1433,"2317","KENDRIYA VIDYALAYA AKAMPAT",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1434,"2332","KENDRIYA VIDYALAYA NAGALAND UNIVERISTY LUMAMI",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1435,"2386","KENDRIYA VIDYALAYA CHAKPIKARONG",,"","","","",1,,"",,"","",0,"",,1794,6,"","","",""
1436,"1490","KENDRIYA VIDYALAYA (NEPA) BARAPANI",,"","","","",1,,"",,"","",0,"",,1793,6,"","","",""
